"","x"
"별로에요",-0.515852192902357
"괜찮았던",-0.510791995591915
"앞에서",-0.509984316821466
"안시켜",-0.507077553184421
"전화하면",-0.502889277345526
"절대로",-0.501818425516586
"괜찮았는데",-0.498592753064623
"겁먹음",-0.492553396321397
"심각함",-0.490250916096226
"현지인이",-0.489255877084984
"불고기",-0.482542778090088
"손님한테",-0.482040205797785
"이건뭐",-0.47708539563247
"시키려고",-0.47487527958023
"안받음",-0.472594365415932
"초심을",-0.470911051958084
"안가요",-0.466215497933624
"상태로",-0.460704696333044
"배달하시면서",-0.457801170102081
"멋지세요",-0.452935696325472
"내리자마자",-0.448663269514956
"장사좀",-0.446885543978061
"아줌마",-0.446061628814808
"떨어짐",-0.443197757048005
"남친생일이라",-0.441874630895882
"전화로",-0.441467009647142
"그랬어요",-0.441073944649031
"위생상태가",-0.438257802975424
"바닥에",-0.438034667122115
"전화해서",-0.429432733472306
"끊어버림",-0.426083848463797
"조금만",-0.418207947455409
"장사하지마세요",-0.415173758620505
"아닌가",-0.410688094481379
"어떻게",-0.408527258189665
"치킨을",-0.407122838855283
"기다리고",-0.401426182783847
"아까워서",-0.399255790393528
"아깝습니다",-0.390490617140014
"무개념들",-0.389690769324129
"최악입니다",-0.389649078999618
"동네치킨이",-0.386602918616542
"손가는데로",-0.382739209773634
"전화를",-0.38181227351755
"기분별로였네요",-0.380804041857409
"언급하는",-0.380746080098028
"경험을",-0.374668921718437
"서비스교육은",-0.37428157478927
"멀어서",-0.368435870088283
"이따위로",-0.367961298859755
"버리고",-0.365666847960664
"인간적으로",-0.360494056741725
"안되면",-0.353673369023487
"어이없음",-0.352943506123979
"사장인지",-0.35275620931664
"곳이었는데",-0.352148546284912
"원짜리",-0.349669133439903
"별롭니다",-0.348968487975929
"영수증",-0.348671357861661
"포크로",-0.347507100793394
"가격을",-0.347430027723407
"싸가지없네",-0.345051089390552
"맛있는게",-0.342161337639385
"싱겁고",-0.341343067173409
"나왔는데",-0.340904784741889
"검색하다",-0.339253204043108
"자리안내도",-0.338875900702468
"시끄러워서",-0.338134646623097
"모처럼",-0.32007418483831
"불친절에",-0.319553189755208
"운영하니깐",-0.319464913318126
"개실망",-0.318512437709541
"카운터",-0.317422021089095
"수많은",-0.316419115590163
"반개도",-0.308031454959888
"배달이",-0.300795758056588
"하세요",-0.297514700962966
"망합니까",-0.29439878384653
"자기가",-0.291178303558399
"맛없고",-0.289388855524004
"종업원이",-0.289184008461985
"남기고",-0.283843861694293
"주기도",-0.283202474970339
"맞추면서",-0.280911326974192
"병아리",-0.278254976762896
"공기밥별도",-0.278249450421855
"메다가",-0.277067928728385
"풀어준",-0.275939668167136
"음식만",-0.273705276737991
"한입먹고",-0.272890053146832
"별로임",-0.272061167252934
"친절하지",-0.269494239571869
"하는게",-0.269008261976019
"나와서",-0.267071441323355
"않아요",-0.26635949735108
"많이있고",-0.26057952374897
"하던데",-0.259951354481104
"소문만큼",-0.259101573362285
"매운김밥은",-0.25804751798852
"볼수없는",-0.257577138484549
"반드시",-0.257456150551886
"수준은",-0.251312685202901
"면발도",-0.249953953950608
"자주가게",-0.249766602013018
"모듬국밥",-0.240126128925084
"분동안",-0.236741829472985
"젓가락으로",-0.23643202073819
"세상에나",-0.233987253693299
"한곳인데",-0.229759550338522
"그런게",-0.225553538552434
"시켰더니",-0.224949618660279
"입맛엔",-0.223594263871456
"말이됩니까",-0.220110403876127
"순대국밥",-0.219974989890659
"별하나주기도",-0.219961535131662
"소비자를",-0.21974886025279
"아까웠음",-0.218829455070065
"아니네요",-0.217993240334318
"무조건",-0.217418067347692
"알려주는데",-0.215993248584643
"개선이",-0.214382449884149
"적어요",-0.211047586656979
"수원역",-0.208355351041089
"아무도",-0.20808010855604
"하지도",-0.205149782049288
"놀러오세요",-0.195695844113098
"블로거들",-0.193692818093911
"한시간",-0.192931693597589
"아니라고",-0.191819762097667
"블로그",-0.191322635374694
"가져와서",-0.183920192761313
"맛없어요",-0.183701825001588
"보시고",-0.182477031898127
"매우비추천하네요",-0.181943855047455
"써비스는",-0.175159993571328
"없구요",-0.174704784872953
"드시고",-0.174301126669911
"한끼식사지만",-0.172030471966134
"평가글",-0.16981512491393
"국물은",-0.169589744165942
"게다가",-0.164887226615725
"여자들",-0.164601997824977
"중간에",-0.163194711088386
"친철해요",-0.15581831145009
"받으세요",-0.155611765132935
"그대로",-0.154248257827069
"장사를",-0.152102817366473
"위아래로",-0.149419497473983
"별하나도",-0.147025232203533
"평일에",-0.144864941948356
"실망했네요",-0.144417609258237
"눅눅하고",-0.143418952384005
"여기다",-0.14020064530283
"사람한테",-0.138098807366717
"알바생들이",-0.137838115717092
"주인이",-0.136130107659829
"먹었다고",-0.134164535011679
"뱉었습니다",-0.133755185872843
"물어보고",-0.132418156455198
"시켜먹지마세요",-0.128558889061374
"문제니",-0.127876753181139
"교육좀",-0.12679291345713
"아까운집",-0.124357941379504
"싸가지없음",-0.123942025995924
"그렇지",-0.116590825755891
"구린데",-0.115865821480809
"맛도별로",-0.111290750902023
"가득채우고갑니다",-0.107633455601078
"안에서",-0.105705911702527
"손님은",-0.10413058453878
"인사하시는데",-0.103848278788362
"아직도",-0.102528448510287
"산행으로",-0.10026843893313
"밥에서",-0.0990296508646453
"고춧가루맛",-0.0977325903527658
"아이씨",-0.0964064088233045
"인간들",-0.095695410382691
"자기네들끼리",-0.0950048037296086
"있어도",-0.0899851036560175
"손님이",-0.0847071420238922
"하지만",-0.0802505674010158
"형편없고",-0.0800380342744605
"해물칼국수점해물칼국수는전혀아니올시다",-0.0800341260461534
"한우가더좋잖아요이렇게말하고있음어이가없어서돈한우값내고왔내요",-0.0799966088671263
"최악이었어요",-0.0799803353731454
"초심챙기길",-0.0799795270775138
"캐첩개준대놓고라지세트개시켰는데캐첩개주네",-0.0799696454578873
"좋아좋아",-0.0799522482670959
"전화받을때불친절하다단골인데매번느낌장사가잘되서그런건지원래전화받는남자가까칠한성격인건지배달손님도손님인데홀손님만으로도배가부른건가이제거래끊어야겠다",-0.0799403983193635
"여기배달엄청늦게와요",-0.0798932719671633
"영업하나요",-0.0798885935581079
"인과응보다",-0.079885454526415
"안시켜야지",-0.0798638959955566
"실망스럽네요",-0.0798222861730192
"시킬걸",-0.079822229409013
"사과도",-0.0798038578479159
"ㅅㅅㅅ",-0.0798036091987412
"만든다네요",-0.0797648455528467
"분이네요",-0.0797543171519815
"링주화",-0.0797522776815131
"드시겟다면야",-0.0797454878129598
"별하나도아깝다반찬재활용하는듯깍두기에누가먹던깍두기있어서말하니까이빨자국아니고칼로자른거란다우리무시하는듯한표정에말투장사하고싶은맘이있는게맞나싶다이빨자국이랑칼자국이랑도구별못하는줄아나직원들은다똥씹은표정에불친절하고다신안간다주변사람한테도절대가지말라고말해줘야할음식점이다양심도없고인간성도없고돈내고먹으면서기분더러워가면서먹어야하나",-0.0797427371801712
"맛있습니다가보세요",-0.0797397686083399
"느림주문한지",-0.0797317876602792
"네다음사회부적응자들평",-0.0797263799957215
"너무맛나고",-0.079726378567113
"다른점이",-0.0797229800268617
"번호입니다",-0.0797169915216778
"매일가도",-0.0797109606475016
"끔직한",-0.0797070638655448
"빠른쾌유하세요",-0.0796901774018405
"궁떡사랑방",-0.0796792539011243
"들어있는게",-0.0796230548333064
"음식물쓰레기같은",-0.0796187236059551
"맛도없음",-0.0791167448558298
"전화받는사람띠꺼움",-0.0790390346836109
"달라졌네요",-0.0788184100507449
"대단하시네요",-0.0787782299198366
"전통치킨",-0.0787574130721375
"너무말랐어요",-0.0787370419545146
"내렸습니다",-0.0786738805444993
"너무맛나구요",-0.0782458255964086
"육수에넣자",-0.0780683672706887
"맛없다고",-0.0780042245466351
"욕들어먹음",-0.0778816234158761
"다대기",-0.0778404081703785
"연말모임",-0.0777664201820873
"다불어터져서",-0.0774316415366699
"때리러올",-0.0773116247902794
"기대하며갔는데탕수육은",-0.0772403118115347
"앉아서기다리라니마라니",-0.0771546330661294
"안하시는지",-0.0771465359664647
"놀랐네요",-0.0771119117997835
"알바생은무뚝뚝하니",-0.0769598991542371
"꼼장어흙냄새엄청나요",-0.0769120941231335
"아존나",-0.0769055559151095
"그냥그거먹었음",-0.0757668113926769
"싱거움",-0.0754445700125373
"빼세요",-0.0754292391222877
"아웃백",-0.0753862971263129
"고기집ua타지사람들은",-0.0751154969386998
"고무줄인지",-0.0750145456980314
"맛없고비위생",-0.0749692759185858
"곳인가요",-0.0749313661007094
"악담을",-0.0748724542351398
"돈또주고",-0.0743847447332597
"시간만",-0.0742271975392203
"시켜먹것나",-0.0741819426061751
"바꼈는지",-0.074082743364716
"근교에",-0.0740489775142588
"댓글에는",-0.0739761269332141
"싸구요",-0.0737781869954661
"그냥그냥",-0.0737363653862355
"그냥기름범벅임",-0.0731610860445078
"맛이없어",-0.0731541361954322
"궁금하네요",-0.0729430889797023
"술집인가요",-0.0725606426823733
"드시려면",-0.0723501743386607
"삼겹살로",-0.072222113841456
"러서그런거같기도하고",-0.0722164703748185
"네가지가없긴함",-0.0720912172917126
"떡보다",-0.0718372038279783
"성의없는음식",-0.0717696858543862
"불친절하세요",-0.0717069100001794
"송도점보다",-0.0717051325646296
"게시중단시키네요",-0.0716805402622773
"닭집이네요",-0.0715923572014225
"두번다시가기싫다",-0.0711167174903339
"생겨있고",-0.0710277317946294
"배달되는지안되는지",-0.0707693036813642
"안되서",-0.0706973968190033
"맛없네",-0.0706597327990861
"들은척만척",-0.070496074384377
"개별로",-0.0704338222919002
"말귀도못알아듣고",-0.0704230407959525
"별하나도아까움",-0.0703326395679071
"다리하나도없고",-0.070263096709461
"만두는다퍼져서터져잇고얘도식엇기는마찬가지",-0.070257993458407
"불친절진짜",-0.0699995967257432
"생겻나요",-0.0699967466307086
"받으시는분도",-0.0699756590948235
"남자알바생너무불친절해요",-0.0699499128356507
"맛있긴해요",-0.0699294107462439
"두번이나전화했는데",-0.0699135360843861
"또한가지",-0.0697410158660163
"똥집은진짜최악",-0.0696403665682701
"다른가요",-0.0695829893801686
"봉골레가",-0.0695284900506425
"년전좋은추억갖고",-0.0694486656919551
"개끗하더군",-0.0694250956264077
"도랏나",-0.0691373531581464
"배달시간너무늦음",-0.0691366683010898
"나오지도않음",-0.0691194392759362
"다시는안간다",-0.0690073605101252
"또얼마나작던지",-0.0689522072989835
"던화받는아줌마장사하기싫은듯한말투",-0.0686664112954957
"맛있는것도아니고",-0.0686303836392224
"명도예약이가능한가요",-0.0686068399428828
"배달시키고",-0.0684245107848016
"다른빵은",-0.0684124691058608
"댁들덕분에야밤에배고픈채로사네요진짜짜증납니다",-0.068395882592046
"배달안해주네요",-0.0681419678560592
"돈잘벌었으면",-0.0680100569440064
"더럽습니다",-0.0678645940978288
"다른사람한테선물할케잌을",-0.0678521661358532
"넘좋아여",-0.0678304168735212
"하루종일",-0.0677444989420562
"넣어야지",-0.0676773963975144
"동네장사서비스로먹고사는거아닌가다른곳시키려다항상시키는곳시켯더니정말너무하시네요",-0.067632485704291
"눈뜨고",-0.0675856730710831
"맛진짜없어요",-0.0673722536008838
"바꾸면",-0.0673257453767733
"냄새나고",-0.0672290550875712
"버셔서",-0.067135070459956
"무침회",-0.0670401926858228
"모두가",-0.0670397848242075
"느꼈지만",-0.066970110334651
"문어다리",-0.0669592892451425
"내는가몰라",-0.0667989919064233
"날짜도",-0.0666436305908317
"길인데",-0.0666326254982025
"김치넣어서",-0.0664791733277924
"깔끔담백걸쭉한",-0.0664571036752961
"맛있읍니다",-0.0660702072256915
"무서버영",-0.0660529351699549
"못먹어요",-0.0659841078678985
"깜찍한",-0.0659398357196483
"고추가루가",-0.0658479851035529
"글럿다",-0.0657841095732335
"김치국물",-0.0657751815011629
"꼽지만",-0.0656822004164068
"나온건",-0.0656427023573325
"김치마니가따달라니까",-0.0656400280454682
"갈려고하고",-0.0656278028464561
"가겠냐",-0.065480907400593
"괜찬은듯하다",-0.065438810841548
"간격이라도",-0.0653510038418552
"가기싫음",-0.0653012264944812
"그럼그양념고기는어제저녁부터양념과같이있었다는말인가요",-0.0652957491413622
"개판에",-0.0652913413731813
"기존원에서",-0.0652225398857739
"기존의",-0.0652088951613987
"그저그렇네요",-0.0651779693305302
"가봤는네",-0.0651651673221228
"나도안좋은글좀쓰려고왓더니대박이네",-0.0651482490805088
"글고매장너무",-0.0651070586165858
"개쳐넣는듯",-0.0650346604356735
"가던곳이었는데",-0.0649562275238239
"그냥후라이드였음",-0.0647920574757597
"고기몇점인데",-0.0647816358475247
"고만하구요",-0.0647162684711817
"글싸지른게",-0.0646821278366243
"가격저렴하고",-0.0644748843541462
"갓는데",-0.0643241542954703
"근데사이코같은여사장의영업력이최강임",-0.0642110411634114
"구미롯데리아",-0.0641712116987525
"극이네요친절하다",-0.0641527359594205
"고기안좋고",-0.0638622451377675
"구진내나는",-0.0637891433818145
"괜찮쿠",-0.0637549855650532
"고추좀달랬더니",-0.0636726839018936
"가야겠음",-0.063610235104376
"구이로처음먹어봤는데요",-0.0635457493321712
"교촌치킨이야",-0.0635386628986974
"거부를하고ㅈㄹ이야",-0.0632207895728409
"간장보다",-0.0632178852617474
"계산할라하는데",-0.0631750410059217
"관리자",-0.0631414466112141
"가격창렬",-0.0631238644535376
"강춥니다",-0.0630712764033467
"개소리",-0.0630609765409922
"개싸가지",-0.0630491713330925
"가야할텐데",-0.0628746441825415
"겁나불친절함",-0.062845044917247
"계속기다리게하잖아요",-0.0627556586756308
"가기싫으네요",-0.0627504591199802
"교묘하게",-0.0626193609216167
"괴롭다",-0.0625758991433973
"가격장난아님",-0.0625664753941243
"갈치구이",-0.06253526948373
"건방지고",-0.062516732804607
"html",-0.0624216343005985
"고만고만",-0.0623972588383581
"개그맨들의",-0.0623784461242188
"가격비쌈",-0.0623685906599265
"개띠껍고",-0.0623219015667824
"결혼피로연준공식단체행사수련원행사체육대회여름",-0.06222954945937
"iso",-0.0622149244440123
"sbs모닝와이드보구",-0.0621598965540611
"tv나온곳",-0.0621469973461769
"ㄱㄱ하세요",-0.0619943908422644
"건져짐",-0.0617215108191001
"개인적인",-0.0616826171755745
"가게라서",-0.0614365404332405
"대단한",-0.0588515228599093
"이만원에",-0.0563648098346711
"엉망이예요",-0.0562032073779836
"없네요",-0.0496781015807082
"약간이상했지만",-0.0484266702056206
"먹지마",-0.0483541887510027
"기억이",-0.0475863560198608
"갈수록",-0.0444115923348719
"오징어덮밥은",-0.0421655064825377
"주문하고",-0.0369604157431537
"죄송합니다",-0.035166049715148
"처음엔",-0.0349354735772954
"가셔요",-0.0348496961289915
"최소한",-0.0341885944365156
"두개씩",-0.0333044220032623
"안될지경이에요",-0.0314756094069969
"맵기만",-0.0310061608420885
"얹는거",-0.0304276686132035
"시장통닭",-0.0298042885396981
"비빔장도맛있고",-0.0294891853022808
"여행겸",-0.0253664501914406
"안바쳐놨는지",-0.0247546043171936
"양념장도",-0.0246451596071916
"윗지방에서",-0.0240225709470342
"저번에",-0.0238922191394129
"서비스가",-0.023686793575815
"아니고",-0.0233378475847585
"두번다시는",-0.0206630709387872
"친절하다고",-0.0197248786098698
"막창도",-0.0172838767028879
"추가사진입니다",-0.0168413276895139
"사람들도",-0.0165986130258402
"코스요리도",-0.0162600506845609
"진짜맛잇던데요",-0.0162103641339182
"안좋은",-0.0158553319043234
"적극추천한다",-0.0151309609968049
"여동생라는",-0.0147495011936725
"왜가는",-0.0145925666750262
"통화중이시네요",-0.0145514714916961
"잘주고",-0.0144738687116219
"시쯤에갔는대에도불구하고",-0.0144568153404757
"떡인줄",-0.0144016029248794
"이용하는편",-0.0140866976875222
"부드럽던데",-0.0132804808626945
"최악중",-0.0130636827369732
"핫도그가격을",-0.0130504706404877
"짬뽕맛",-0.0129299070253976
"창렬임",-0.0129165584538171
"아줌마들성격ㅂㄹ",-0.0129160290962829
"빈약한거같아요",-0.0127399585932858
"시내쪽이",-0.0127107762763633
"태백보다",-0.0125901329302944
"항상여기서시키는데오늘은얼마냐고물엇더니그냥끊으시고다시걸엇더니화내시고뭐하자는건지모르겟네요",-0.0124013578787956
"안나게",-0.0124001111000551
"정말맛잇고",-0.0122890954500713
"보니깐",-0.0119115746152317
"통화료아끼세요",-0.0118340652744333
"두번째방문이지만",-0.0116573878378645
"읽었네요",-0.0115610426357079
"전두번다시가고싶지않습니다",-0.0115359535448647
"줄었네요",-0.0113200176011249
"다녀왔어요",-0.0113183361480603
"양적게주네",-0.0113086966746572
"정심먹구",-0.0112796845874728
"전화도불친절하고",-0.0107882085695517
"짬뽕과",-0.0107223976611281
"음식먹으러갔다",-0.0105891332961249
"도미노피자",-0.0105334905979888
"올라가있어서",-0.0105198506090965
"식사모습",-0.0104577607331626
"실내인테리어는",-0.0103969141995815
"많았습니다",-0.0102755222360564
"이름만",-0.0101154089601133
"한번먹어봐야겟네요",-0.010032919594269
"가까운데",-0.0100210071330306
"진심별로임",-0.009798354665927
"ㅈㄴ싸가지없음",-0.0095823627038103
"최하가",-0.00955466989009954
"영업시간을제대로써놓던가전화햇는데주문이폭주햇다는건무슨소린가욬",-0.00954029631366336
"어수선한",-0.0095125312438656
"여사장같다는생각이듬",-0.00951053677443271
"달려갔습니다",-0.00949838983654853
"운지해라",-0.00948687550466005
"여태먹어본",-0.00942450443639748
"철판으로먹다가",-0.00941195160488024
"음식도무슨",-0.00934281422990885
"안된다하고",-0.00932979968677082
"통영까지",-0.00931613901476401
"수곡동과",-0.00929715485686872
"장산점은",-0.0092956189291474
"말씀드렸었는데도",-0.00927092117602164
"중간이하",-0.00919360539944936
"속이고",-0.00918591603772212
"이래작은집은",-0.00913814062084383
"어떻게보나요",-0.00909862249279697
"쉬는지몰랏는데",-0.00909772527751243
"생각나게",-0.00906393704706959
"안그러신데",-0.00904520400431888
"조금많이주고",-0.00901070289724627
"여기빵진짜맛없는데맛없다고하시는분들그냥지인인듯",-0.00900402025255429
"다른집에서",-0.00895795863546136
"신뢰의",-0.00888968864420043
"너무뜨거워서",-0.0088332870227839
"전화안받나",-0.00875326743582129
"북경식",-0.00868343798362381
"주문이된건지",-0.00853586387768854
"첨부터끝까지",-0.00852113263585039
"케이크를",-0.00849696431605621
"얼마나오래가는지두고볼겠어",-0.00837533060865264
"양념고기에구워진마늘이곱게싸여져있었는데직원분이오셔서는애기들이구워서먹다가도로가져다놓고해서그런거같다고얘기하시네요",-0.0082648901400959
"정말돈아까웠습니다",-0.00818483720524696
"종셋트",-0.0081467550685345
"일베저리가라네요",-0.00811480656136249
"신속하게",-0.00805818427145477
"어떡하실건가요",-0.00804124927314343
"있는게없어여",-0.00791246535523987
"어제저녁에도전화안받고",-0.00785848340693528
"앉더라고요",-0.00781511683801314
"전체가",-0.00779917063074713
"아니겠지",-0.00778014178495283
"맛별로",-0.0077796425066389
"아랫분들말공감",-0.00775954470225445
"와이건좀아니다싶네요",-0.00775872223354039
"여기서비스정말별루네요",-0.0076757278180132
"안사먹음",-0.00764113920461209
"애들좀",-0.0075073682751807
"불친절해졌어요",-0.00744971129686592
"제육도",-0.00742949785117159
"기름이줄줄세서",-0.00739540467053658
"재료아낀다는",-0.00735116852609711
"최악임",-0.00734276578818435
"아줌마좀바꾸자",-0.00732867006644093
"라이스",-0.00731471991358873
"인절미",-0.00730658608064862
"이해해달라고",-0.00726702239215045
"음식을떠나",-0.00726273801546343
"ㅇㅂㅇ",-0.00721929164760044
"깻잎도",-0.00720202485338007
"뚱뚱하고",-0.00718093833764504
"이미맘상했음",-0.00710496464461726
"오뎅이더많아",-0.00706215754579887
"많이달지도않고",-0.00700480972922784
"짬뽕국물이랑",-0.00691142481235426
"쩐다는건지도모루겠고알바생은",-0.00688054594971543
"에서도",-0.00687445143273285
"친절하지않다",-0.00686545804391622
"예술임니다",-0.00685420330167484
"맛뿐만이",-0.00679683148281808
"오래된것처럼",-0.00677174595952627
"화내지마영",-0.00676599848862413
"보리밥",-0.00674975803646655
"옛터는",-0.00673462003299217
"염색하신",-0.00671752077444764
"정직과",-0.00667790799965159
"식당안은",-0.00666816802153316
"사람들줄서잇길래가봣더니",-0.006642698560308
"아오시빠",-0.00662843929632037
"알아봐야할듯",-0.00660832372197458
"들었음",-0.00657398236596501
"월일돌잔치예정인데요",-0.00655130114119913
"드럽네요",-0.00654616789512571
"원아깝지않았어요",-0.00652708940915392
"만들어논",-0.00652407351892871
"암튼다른데단골이다가옮겼다잘해달라했더니",-0.00652137461060586
"여사장",-0.00645117701433432
"볶음밥시켜먹었는데",-0.00642608693650314
"애용하고있는",-0.00636956481942526
"지역에",-0.00630815749703343
"다시한번느낌",-0.00630670417547127
"뚝배기의",-0.00629918174203171
"여수에서",-0.00619122643271324
"알바쓰레기",-0.00617067435002646
"여기갈데도",-0.00615842039582734
"분이너머서",-0.00613937719947618
"앞접시는",-0.00613634286620143
"롯데리아도방송",-0.00610523007017147
"영금정송도",-0.00608925934599315
"신선하다",-0.00608718676203234
"디자인",-0.00607001088781034
"정구지김치또한",-0.00604446256115526
"맛나다고는",-0.00602987795534418
"토하는줄알았네",-0.00599264597835618
"사이코인듯",-0.0059627208380713
"않은것",-0.00588535218248137
"본점인",-0.00587853940232853
"음식이맛있어야지",-0.00586478156301715
"다슬기중에",-0.00584809925747334
"우설보지도못했음",-0.00580840539950179
"오늘쉰다고요",-0.00578164967826397
"심각하네요",-0.00572898585085716
"이거보고",-0.00570994358456644
"아잉교",-0.00568648701827656
"음식대기",-0.00565940128807266
"사이다가지합쳐서만천원이라해서",-0.00563943791814851
"장사안함",-0.00563510959297637
"용평에",-0.00558750840341379
"안되겠더라구요",-0.00555687027830491
"달려가고",-0.00554828598179978
"요리가",-0.00542307598009059
"더시키라고지랄",-0.00542211753749255
"빼서먹는느낌이랄까",-0.00540777388221871
"아메리카노시키려고",-0.00539781319899315
"담에오던지말던지그런말투",-0.00532452766480439
"딴데는",-0.00532129088622419
"안그랫는데",-0.00526546773281059
"댓글있으면",-0.00517560049091891
"아버지께서",-0.0051310210236696
"이시발",-0.00512760825556831
"양도적음",-0.00509060098769269
"안갈듯해요",-0.00508768182078201
"다시는여기서안시킴",-0.00507979187053786
"싶으면",-0.00504074069345842
"손님인줄알았넼ㄲㄱ언제망하나",-0.00503799132147376
"안가보셨나",-0.00500305353445744
"애기일이라고",-0.00498427542200253
"믿겠다면",-0.0049243762798072
"아주비추",-0.0048818997389345
"아기자기해서",-0.00482910123983923
"어쩌라는건지",-0.00481754024820074
"뼈잇는거시켯는데진짜뼈에튀김옷입힌거진짜많네요",-0.004757395722025
"분명계산할때도매운후라이드맞아요물오보니까맞다고하샤서사왔는데",-0.0047556890491595
"포장해요",-0.00471504382256251
"다시걸면",-0.00471153158490807
"오분자기",-0.00468476466629587
"실망스러운",-0.00467710399121119
"아지트",-0.00466198652479113
"말했을",-0.00464110485463227
"와인병에",-0.00456129826676497
"비실속반찬",-0.00455506875709987
"차갑게식은음식이옴",-0.00452605562952704
"똥꾸녕으로쳐드셨나보네요",-0.00449838361500458
"바닥은",-0.00446411369005725
"유통기한까지",-0.0044483780719254
"시켰어요",-0.00439693131242397
"아닌거지",-0.00438584481897545
"연한건",-0.00438163251294313
"아니라국제",-0.00432668631286713
"안먹습니다",-0.004295075040443
"늦게먹으면",-0.00428427143142533
"풍성한",-0.00419313254623284
"시간이라고",-0.00419163916240158
"맛있길래",-0.00412145848201959
"추잡해서",-0.00411856420512008
"아니구요두번은",-0.004109505894877
"아는사람들한테이제거기시키지말라고할꺼고블로그에도올릴거에요",-0.00410318121863154
"노래가",-0.00402308748197984
"일도지구쪽에",-0.00401813775299441
"어마어마하게작네",-0.00400394584044302
"맛있겠지만",-0.00400378766706942
"서비브도받을수있나요",-0.00400121939815208
"정말기분이나쁘다",-0.00395933237072869
"친절하다는건지",-0.00388913419480881
"다른거와서",-0.003873110266903
"맛집랭킹에",-0.00386295708584149
"순식간에",-0.00384327949180454
"시장근처에",-0.00382184046628005
"자주들릴께요",-0.00382049245894224
